Artistname;RecordTitle;RecordType;Year;SongTitle
Anthrax;Spreading The Disease;LP;1986;Aftershock
Anthrax;Spreading The Disease;LP;1986;Enemy
Anthrax;Spreading The Disease;LP;1986;S.S.C./Stand Or Fall
Anthrax;Spreading The Disease;LP;1986;Lone Justice
Anthrax;State Of Euphoria;LP;1988;Antisocial
Anthrax;State Of Euphoria;LP;1988;Be All, End All
Anthrax;State Of Euphoria;LP;1988;13
Anthrax;State Of Euphoria;LP;1988;Out Of Sight, Out Of Mind
Anthrax;State Of Euphoria;LP;1988;Misery Loves Company
Anthrax;State Of Euphoria;LP;1988;Make Me Laugh
Anthrax;State Of Euphoria;LP;1988;Finale
Anthrax;State Of Euphoria;LP;1988;Schism
Anthrax;State Of Euphoria;LP;1988;Now It's Dark
Anthrax;State Of Euphoria;LP;1988;Who Cares Wins
Any Trouble;Where Are All The Nice Girls;LP;1980;Turning Up The Heat
Any Trouble;Where Are All The Nice Girls;LP;1980;Second Choice
Any Trouble;Where Are All The Nice Girls;LP;1980;Foolish Pride
Any Trouble;Where Are All The Nice Girls;LP;1980;Hurt
Any Trouble;Where Are All The Nice Girls;LP;1980;Girls Are Always Right
Any Trouble;Where Are All The Nice Girls;LP;1980;(Get You Off) The Hook
Any Trouble;Where Are All The Nice Girls;LP;1980;Romance
Any Trouble;Where Are All The Nice Girls;LP;1980;Nice Girls
Any Trouble;Where Are All The Nice Girls;LP;1980;Playing Bogart
Any Trouble;Where Are All The Nice Girls;LP;1980;Honolulu
Anyone's Daughter;Adonis;LP;1979;Blue House
Anyone's Daughter;Adonis;LP;1979;Sally
Anyone's Daughter;Adonis;LP;1979;Anyone's Daughter
Anyone's Daughter;Adonis;LP;1979;Epitaph
Anyone's Daughter;Adonis;LP;1979;Disguise
Anyone's Daughter;Adonis;LP;1979;Come Away
Anyone's Daughter;Adonis;LP;1979;Adonis
Anyone's Daughter;In Blau;LP;1982;Sonne
Anyone's Daughter;In Blau;LP;1982;Sonnenzeichen
Anyone's Daughter;In Blau;LP;1982;Für Ein Kleines Mädchen
Anyone's Daughter;In Blau;LP;1982;Nichts Für Mich
Anyone's Daughter;In Blau;LP;1982;La La
Anyone's Daughter;In Blau;LP;1982;Begleiter
Anyone's Daughter;In Blau;LP;1982;Tanz Und Tod
Anyone's Daughter;In Blau;LP;1982;Nach Diesem Tag
Anyone's Daughter;In Blau;LP;1982;Yaqui
Anyone's Daughter;Neue Sterne;CD;1983;Der Plan (...Und Das Eis Zerschlagen)
Anyone's Daughter;Neue Sterne;CD;1983;Cafe Einstein
Anyone's Daughter;Neue Sterne;CD;1983;Neue Sterne (Des Poppers Unglückliche Liebe)
Anyone's Daughter;Neue Sterne;CD;1983;Reprise
Anyone's Daughter;Neue Sterne;CD;1983;Wieder Weiter
Anyone's Daughter;Neue Sterne;CD;1983;Puppenspiel
Anyone's Daughter;Neue Sterne;CD;1983;Viel Zuviel
Anyone's Daughter;Neue Sterne;CD;1983;Konsequenzen
Anyone's Daughter;Neue Sterne;CD;1983;Illja Illia Lela
Anyone's Daughter;Neue Sterne;CD;1983;In Zerbrochenem Glas
Art Of Noise;In No Sense? Nonsense!;LP;1987;Opus For Four
Art Of Noise;In No Sense? Nonsense!;LP;1987;Galleons Of Stone
Art Of Noise;In No Sense? Nonsense!;LP;1987;Dragnet
Art Of Noise;In No Sense? Nonsense!;LP;1987;Fin Du Temps
Art Of Noise;In No Sense? Nonsense!;LP;1987;How Rapid
Art Of Noise;In No Sense? Nonsense!;LP;1987;Deput
Art Of Noise;In No Sense? Nonsense!;LP;1987;EFL
Art Of Noise;In No Sense? Nonsense!;LP;1987;Ode To Don Jose
Art Of Noise;In No Sense? Nonsense!;LP;1987;A Day At The Races
Art Of Noise;In No Sense? Nonsense!;LP;1987;Counterpoint
Art Of Noise;In No Sense? Nonsense!;LP;1987;Roundabaut 727
Art Of Noise;In No Sense? Nonsense!;LP;1987;Ransom On The Sand
Art Of Noise;In No Sense? Nonsense!;LP;1987;Nothing Was Going To Stop Them Then, Anyway
Art Of Noise;In No Sense? Nonsense!;LP;1987;Roller 1
Art Of Noise;In No Sense? Nonsense!;LP;1987;One Earth
Art Of Noise;In No Sense? Nonsense!;LP;1987;Crusoe
Art Of Noise;Paranoimia (7");Single;1986;Why Me?
Art Of Noise;Paranoimia (7");Single;1986;Paranoimia
Art Of Noise;Who's Afraid Of ?;LP;1984;How To Kill
Art Of Noise;Who's Afraid Of ?;LP;1984;A Time To Fear (Who's Afraid)
Art Of Noise;Who's Afraid Of ?;LP;1984;Beat Box (Division One)
Art Of Noise;Who's Afraid Of ?;LP;1984;Snapshot
Art Of Noise;Who's Afraid Of ?;LP;1984;Close (To The Edit)
Art Of Noise;Who's Afraid Of ?;LP;1984;Who's Afraid (Of The Art Of Noise)
Art Of Noise;Who's Afraid Of ?;LP;1984;Memento
Art Of Noise;Who's Afraid Of ?;LP;1984;Realisation
Art Of Noise;Who's Afraid Of ?;LP;1984;Moments In Love
Arthur Brown;Requiem;LP;1982;Mechaincal Masseur
Arthur Brown;Requiem;LP;1982;Busha Busha (The Last Man Of Earth)
Arthur Brown;Requiem;LP;1982;2024
Arthur Brown;Requiem;LP;1982;Chant/Shades
Arthur Brown;Requiem;LP;1982;Animal People
Arthur Brown;Requiem;LP;1982;Requiem
Arthur Brown;Requiem;LP;1982;Spirits
Arthur Brown;Requiem;LP;1982;Gabriel
Arts And Decay;Razor-Blade;CD;1991;Sick Of It All
Arts And Decay;Razor-Blade;CD;1991;She Loves
Arts And Decay;Razor-Blade;CD;1991;Tack Head
Arts And Decay;Razor-Blade;CD;1991;Blue Dream
Arts And Decay;Razor-Blade;CD;1991;To Dust
Arts And Decay;Razor-Blade;CD;1991;Wish You The Moon
Arts And Decay;Razor-Blade;CD;1991;High Over Red
Arts And Decay;Razor-Blade;CD;1991;Crazy Man
Arts And Decay;Razor-Blade;CD;1991;Diving Into Visions
Arts And Decay;Razor-Blade;CD;1991;Sunday Headache
Arts And Decay;Razor-Blade;CD;1991;Window Is Gone
Arts And Decay;Razor-Blade;CD;1991;Razor-Blade
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Gute Zeit
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Popstar
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Siegerin
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Ausserirdische
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Ohne Dich
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Baby Ich Tu's
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Komm Zurück
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Elke
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Wilde Welt
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Ich Will Dich
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Blumen
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Bitte Bitte
Ärzte;Das Ist Nicht Die Ganze Wahrheit...;LP;1988;Westerland
Ärzte;Debil;LP;1984;Mr. Sexpistols
Ärzte;Debil;LP;1984;Scheisstyp
Ärzte;Debil;LP;1984;Ärzte Theme
Ärzte;Debil;LP;1984;Kamelralley
Ärzte;Debil;LP;1984;Frank'n'Stein
Ärzte;Debil;LP;1984;Schlaflied
Ärzte;Debil;LP;1984;Roter Minirock
Ärzte;Debil;LP;1984;Zu Spät
Ärzte;Debil;LP;1984;Mädchen
Ärzte;Debil;LP;1984;Micha
Ärzte;Debil;LP;1984;Paul
Ärzte;Debil;LP;1984;Claudia Hat 'nen Schäferhund
Ärzte;Debil;LP;1984;El Cattivo
Ärzte;Die Ärzte;LP;1986;Zum Letzten Mal
Ärzte;Die Ärzte;LP;1986;Ich Bin Reich
Ärzte;Die Ärzte;LP;1986;Wir Werden Schön
Ärzte;Die Ärzte;LP;1986;Jenseits Von Eden
Ärzte;Die Ärzte;LP;1986;Alleine In Der Nacht
Ärzte;Die Ärzte;LP;1986;Geschwisterliebe
Ärzte;Die Ärzte;LP;1986;Ist Das Alles?
Ärzte;Die Ärzte;LP;1986;Wie Am Ersten Tag
Ärzte;Die Ärzte;LP;1986;Sweet Sweet Gwendoline
Ärzte;Die Ärzte;LP;1986;Mysteryland
Ärzte;Die Ärzte;LP;1986;Für Immer
Ärzte;Die Ärzte Früher;LP;1989;Teenager Liebe (echt)
Ärzte;Die Ärzte Früher;LP;1989;Wilde Mädchen
Ärzte;Die Ärzte Früher;LP;1989;Tittenmaus
Ärzte;Die Ärzte Früher;LP;1989;Sommer, Palmen, Sonnenschein
Ärzte;Die Ärzte Früher;LP;1989;Teddybär
Ärzte;Die Ärzte Früher;LP;1989;Vollmilch
Ärzte;Die Ärzte Früher;LP;1989;Grace Kelly
Ärzte;Die Ärzte Früher;LP;1989;Mein Kleiner Liebling
Ärzte;Die Ärzte Früher;LP;1989;Anneliese Schmidt
Ärzte;Die Ärzte Früher;LP;1989;Zitroneneis
Ärzte;Die Ärzte Früher;LP;1989;Zum Bäcker
Ärzte;Die Ärzte Früher;LP;1989;Teenager Liebe (unecht)
Ärzte;Die Ärzte Früher;LP;1989;Ekelpack
Ärzte;Die Ärzte Früher;LP;1989;Kopfhaut
Ärzte;Die Ärzte Früher;LP;1989;Die Einsamkeit Des Würstchens
Ärzte;Die Ärzte Früher;LP;1989;Der Lustige Astronaut
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Gute Zeit
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Du Willst Mich Küssen
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Medley
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Scheisstyp
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Uns Geht's Prima
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Teenager Liebe
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Ich Bin Wild
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Der Ritt Auf Dem Schmetterling
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Sie Kratzt
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Vollmilch
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Roter Minirock
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Radio Rap
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Claudia
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Elke
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;(weiblich)
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Sprüche
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Helmut K.
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Wie Am Ersten Tag
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Wer Hat An Der Uhr Gedreht
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Mysteryland
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;2000 Mädchen
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Ist Das Alles?
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;El Cattivo
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Blumen
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Sweet Sweet Gwendoline
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Ohne Dich
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Frank'n'Stein
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Mädchen
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Radio Brennt
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Buddy Holly's Brille
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Alleine In Der Nacht
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Ausserirdische
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Popstar
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Ouvertüre Zum Besten Konzert Der Welt
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Westerland
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Madonnas Dickdarm
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Dein Vampyr
Ärzte;Die Ärzte Live/Nach Uns Die Sintflut;LP;1988;Siegerin
Ärzte;Im Schatten Der Ärzte;LP;1985;Ich Weiss Nicht (Ob Es Liebe Ist)
Ärzte;Im Schatten Der Ärzte;LP;1985;Dein Vampyr
Ärzte;Im Schatten Der Ärzte;LP;1985;...Und Es Regnet
Ärzte;Im Schatten Der Ärzte;LP;1985;Du Willst Mich Küssen
Ärzte;Im Schatten Der Ärzte;LP;1985;Käfer
Ärzte;Im Schatten Der Ärzte;LP;1985;Was Hat Der Junge Doch Für Nerven
Ärzte;Im Schatten Der Ärzte;LP;1985;Alles
Ärzte;Im Schatten Der Ärzte;LP;1985;Rennen Nicht Laufen!
Ärzte;Im Schatten Der Ärzte;LP;1985;Wie Ein Kind
Ärzte;Im Schatten Der Ärzte;LP;1985;Wie Ein Kind (Reprise)
Ärzte;Im Schatten Der Ärzte;LP;1985;Wegen Dir
Ärzte;Im Schatten Der Ärzte;LP;1985;Die Antwort Bist Du
Ärzte;Im Schatten Der Ärzte;LP;1985;Buddy Holly's Brille
Ashra;Correlations;LP;1979;Morgana Da Capo
Ashra;Correlations;LP;1979;Bamboo Sands
Ashra;Correlations;LP;1979;Oasis
Ashra;Correlations;LP;1979;Club Cannibal
Ashra;Correlations;LP;1979;Phantasus
Ashra;Correlations;LP;1979;Ice Train
Ashra;Correlations;LP;1979;Pas De Trois
Associates;Fourth Drawer Down;LP;1981;Kitchen Person
Associates;Fourth Drawer Down;LP;1981;A Girl Named Property
Associates;Fourth Drawer Down;LP;1981;An Even Whiter Car
Associates;Fourth Drawer Down;LP;1981;Message Oblique Speach
Associates;Fourth Drawer Down;LP;1981;Tell Me Easter's On Friday
Associates;Fourth Drawer Down;LP;1981;White Car In Germany
Associates;Fourth Drawer Down;LP;1981;Q Quarters
Associates;Fourth Drawer Down;LP;1981;Associate
Associates;Perhaps;LP;1984;Helicopter Helicopter
Associates;Perhaps;LP;1984;Breakfast
Associates;Perhaps;LP;1984;Stranger In Your Voice
Associates;Perhaps;LP;1984;Schampout
Associates;Perhaps;LP;1984;Perhaps
Associates;Perhaps;LP;1984;Waiting For The Loveboat
Associates;Perhaps;LP;1984;Those First Impressions
Associates;Perhaps;LP;1984;Best Of You
Associates;Perhaps;LP;1984;Don't Give Me That I Told You So Look
Associates;Perhaps;LP;1984;Thirteen Feelings
Associates;The Affectionate Punch;LP;1980;A
Associates;The Affectionate Punch;LP;1980;Paper House
Associates;The Affectionate Punch;LP;1980;Deeply Concerned
Associates;The Affectionate Punch;LP;1980;Even Dogs In The Wild
Associates;The Affectionate Punch;LP;1980;Transport To Central
Associates;The Affectionate Punch;LP;1980;Amused As Always
Associates;The Affectionate Punch;LP;1980;Affectionate Punch
Associates;The Affectionate Punch;LP;1980;Would I Bounce Back?
Associates;The Affectionate Punch;LP;1980;Logan Time
Associates;The Affectionate Punch;LP;1980;A Matter Of Gender
Associates;The Singles Collection;LP;1990;18 Carat Love Affair
Associates;The Singles Collection;LP;1990;Breakfast
Associates;The Singles Collection;LP;1990;Party Fears Two
Associates;The Singles Collection;LP;1990;Club Country
Associates;The Singles Collection;LP;1990;Rhythm Divine
Associates;The Singles Collection;LP;1990;White Car In Germany
Associates;The Singles Collection;LP;1990;Message Oblique Speech
Associates;The Singles Collection;LP;1990;Kitchen Person
Associates;The Singles Collection;LP;1990;Q Quarters
Associates;The Singles Collection;LP;1990;Tell Me Easter's On Friday
Associates;The Singles Collection;LP;1990;Those First Impressions
Associates;The Singles Collection;LP;1990;Waiting For The love Boat (Slight Return)
Associates;The Singles Collection;LP;1990;Love Hangover
Associates;The Singles Collection;LP;1990;Country Boy
Associates;The Singles Collection;LP;1990;Heart Of Glass
Associates;The Singles Collection;LP;1990;Take me To The Girl
Associates;The Singles Collection;LP;1990;Waiting For The Love Boat
Asylum;Suckling The Mutant Mother;CD;1991;Real Life
Asylum;Suckling The Mutant Mother;CD;1991;Siren Prey
Asylum;Suckling The Mutant Mother;CD;1991;Blood Of Your Innocence
Asylum;Suckling The Mutant Mother;CD;1991;Deeper And Deeper
Asylum;Suckling The Mutant Mother;CD;1991;Crucified
Asylum;Suckling The Mutant Mother;CD;1991;System Overload
Asylum;Suckling The Mutant Mother;CD;1991;Celestial Mutator
Asylum;Suckling The Mutant Mother;CD;1991;In Asylum
Asylum;Suckling The Mutant Mother;CD;1991;Plating
Athletico Spizz 80;Do A Runner;LP;1980;Rhythm Inside
Athletico Spizz 80;Do A Runner;LP;1980;Airships
Athletico Spizz 80;Do A Runner;LP;1980;Peronimpersonator
Athletico Spizz 80;Do A Runner;LP;1980;Red And Black
Athletico Spizz 80;Do A Runner;LP;1980;Energy Crisis
Athletico Spizz 80;Do A Runner;LP;1980;European Heroes
Athletico Spizz 80;Do A Runner;LP;1980;Effortless
Athletico Spizz 80;Do A Runner;LP;1980;Intimate
Athletico Spizz 80;Do A Runner;LP;1980;New Species
Athletico Spizz 80;Do A Runner;LP;1980;Clocks Are Big
Athletico Spizz 80;Do A Runner;LP;1980;Touched
Attrition;At The Fiftieth Gate;LP;1988;Death Truck
Attrition;At The Fiftieth Gate;LP;1988;Two Miles Up
Attrition;At The Fiftieth Gate;LP;1988;My Friend Is Golden
Attrition;At The Fiftieth Gate;LP;1988;Peacemaker
Attrition;At The Fiftieth Gate;LP;1988;History Man
Attrition;At The Fiftieth Gate;LP;1988;Haydn (Or Mine)
Attrition;At The Fiftieth Gate;LP;1988;Milano (Auto Italian)
Attrition;At The Fiftieth Gate;LP;1988;Fiftieth Gate
Attrition;At The Fiftieth Gate;LP;1988;Theme I
Attrition;At The Fiftieth Gate;LP;1988;Interlude
Attrition;At The Fiftieth Gate;LP;1988;Theme II
Attrition;Hidden Agenda;CD;1993;Deadline
Attrition;Hidden Agenda;CD;1993;A Wing And A Prayer
Attrition;Hidden Agenda;CD;1993;Hymn
Attrition;Hidden Agenda;CD;1993;Interference
Attrition;Hidden Agenda;CD;1993;Agenda Station
Attrition;Hidden Agenda;CD;1993;Storming The Cathedral
Attrition;Hidden Agenda;CD;1993;Lip Sync
Attrition;Hidden Agenda;CD;1993;This Great Design
Attrition;Hidden Agenda;CD;1993;Silent Mind
Attrition;Hidden Agenda;CD;1993;Next Day
Attrition;Hidden Agenda;CD;1993;Cage
Attrition;Hidden Agenda;CD;1993;Third House
Attrition;Hidden Agenda;CD;1993;Mercy Machine
Au Pairs;Live In Berlin;CD;1984;Peace Of My Heart
Au Pairs;Live In Berlin;CD;1984;Headache For Michelle
Au Pairs;Live In Berlin;CD;1984;Set Up
Au Pairs;Live In Berlin;CD;1984;Love Song
Au Pairs;Live In Berlin;CD;1984;Cum Again
Au Pairs;Live In Berlin;CD;1984;Armagh
Au Pairs;Live In Berlin;CD;1984;Repetition
Au Pairs;Live In Berlin;CD;1984;We're So Cool
Au Pairs;Live In Berlin;CD;1984;Inconvenience
Au Pairs;Live In Berlin;CD;1984;Dear John
Au Pairs;Live In Berlin;CD;1984;Diet
Average White Band;Person To Person;LP;1976;Person To Person
Average White Band;Person To Person;LP;1976;Cut The Cake
Average White Band;Person To Person;LP;1976;If I Ever Lose This Heaven
Average White Band;Person To Person;LP;1976;Cloudy
Average White Band;Person To Person;LP;1976;J.L.C.
Average White Band;Person To Person;LP;1976;I'm The One
Average White Band;Person To Person;LP;1976;Pick Up The Pieces
Average White Band;Person To Person;LP;1976;Love Your Life
Average White Band;Person To Person;LP;1976;School Boy Crush
Average White Band;Person To Person;LP;1976;I Heard It Through The Grapevine
Axewitch;The Lord Of Flies;LP;1984;Down Town
Axewitch;The Lord Of Flies;LP;1984;Sinner
Axewitch;The Lord Of Flies;LP;1984;Axevictim
Axewitch;The Lord Of Flies;LP;1984;Just Another Lunatic
Axewitch;The Lord Of Flies;LP;1984;Let The Strings Cry Out
Axewitch;The Lord Of Flies;LP;1984;Arrival Of The Flies (Part I)
Axewitch;The Lord Of Flies;LP;1984;Lord Of Flies
Axewitch;The Lord Of Flies;LP;1984;Seven Angels
Axewitch;The Lord Of Flies;LP;1984;High Power
DAF;1st Step To Heaven;LP;1986;1st Step To Heaven
DAF;1st Step To Heaven;LP;1986;Party
DAF;1st Step To Heaven;LP;1986;Pure Joy
DAF;1st Step To Heaven;LP;1986;Brothers
DAF;1st Step To Heaven;LP;1986;Sex Up
DAF;1st Step To Heaven;LP;1986;Voulez Vous Coucher Avec Moi
DAF;1st Step To Heaven;LP;1986;Voulez Vous Coucher Avec Moi Part II
DAF;1st Step To Heaven;LP;1986;Opium
DAF;Alles Ist Gut;LP;1981;Sato-Sato
DAF;Alles Ist Gut;LP;1981;Der Mussolini
DAF;Alles Ist Gut;LP;1981;Rote Lippen
DAF;Alles Ist Gut;LP;1981;Alles Ist Gut
DAF;Alles Ist Gut;LP;1981;Alle Gegen Alle
DAF;Alles Ist Gut;LP;1981;Verlier Nicht Den Kopf
DAF;Alles Ist Gut;LP;1981;Als Wär's Das Letzte Mal
DAF;Alles Ist Gut;LP;1981;Ich Und Die Wirklichkeit
DAF;Alles Ist Gut;LP;1981;Der Räuber Und Der Prinz
DAF;Alles Ist Gut;LP;1981;Mein Herz Macht Bum
DAF;Die Kleinen Und Die Bösen;LP;1980;De Panni
DAF;Die Kleinen Und Die Bösen;LP;1980;Die Lustigen Stiefel
DAF;Die Kleinen Und Die Bösen;LP;1980;Volkstanz
DAF;Die Kleinen Und Die Bösen;LP;1980;Anzufassen Und Anzufassen
DAF;Die Kleinen Und Die Bösen;LP;1980;Was Ist Eine Welle
DAF;Die Kleinen Und Die Bösen;LP;1980;Das Ist Liebe
DAF;Die Kleinen Und Die Bösen;LP;1980;Auf Wiedersehen
DAF;Die Kleinen Und Die Bösen;LP;1980;Y La Gracia
DAF;Die Kleinen Und Die Bösen;LP;1980;Gewalt
DAF;Die Kleinen Und Die Bösen;LP;1980;El Basilon
DAF;Die Kleinen Und Die Bösen;LP;1980;Ich Gebe Dir Ein Stück Von Mir
DAF;Die Kleinen Und Die Bösen;LP;1980;Nachtarbeit
DAF;Die Kleinen Und Die Bösen;LP;1980;Kinderfunk
DAF;Die Kleinen Und Die Bösen;LP;1980;Co Co Pino
DAF;Die Kleinen Und Die Bösen;LP;1980;Essen Dann Schlafen
DAF;Die Kleinen Und Die Bösen;LP;1980;Osten Währt Am Längsten
DAF;Die Kleinen Und Die Bösen;LP;1980;Gib's Mir
DAF;Die Kleinen Und Die Bösen;LP;1980;Die Kleinen Und Die Bösen
DAF;Die Kleinen Und Die Bösen;LP;1980;Die Fesche Lola
DAF;Gold Und Liebe;LP;1981;Liebe Auf Den Ersten Blick
DAF;Gold Und Liebe;LP;1981;Greif Nach Den Sternen
DAF;Gold Und Liebe;LP;1981;Verschwende Deine Jugend
DAF;Gold Und Liebe;LP;1981;Absolute Körperkontrolle
DAF;Gold Und Liebe;LP;1981;Muskel
DAF;Gold Und Liebe;LP;1981;Ich Will
DAF;Gold Und Liebe;LP;1981;Goldenes Spielzeug
DAF;Gold Und Liebe;LP;1981;Was Ziehst Du An Heute Nacht
DAF;Gold Und Liebe;LP;1981;Sex Unter Wasser
DAF;Gold Und Liebe;LP;1981;El Que
DAF;Liebe Auf Den Ersten Blick (7");Single;1981;Liebe Auf Den Ersten Blick
DAF;Liebe Auf Den Ersten Blick (7");Single;1981;Sex Unter Wasser
Dalek I;Compass Kumpas;LP;1980;Kiss
Dalek I;Compass Kumpas;LP;1980;Missing Fifteen Minutes
Dalek I;Compass Kumpas;LP;1980;Heat
Dalek I;Compass Kumpas;LP;1980;We're All Actors
Dalek I;Compass Kumpas;LP;1980;Good Times
Dalek I;Compass Kumpas;LP;1980;Mad
Dalek I;Compass Kumpas;LP;1980;You Really Got Me
Dalek I;Compass Kumpas;LP;1980;Trapped
Dalek I;Compass Kumpas;LP;1980;A Suicide
Dalek I;Compass Kumpas;LP;1980;Destiny (Dalek I Love You)
Dalek I;Compass Kumpas;LP;1980;World
Dalek I;Compass Kumpas;LP;1980;Eight Track
Dalek I;Compass Kumpas;LP;1980;Freedom Fighters
Dalek I;Compass Kumpas;LP;1980;Two Chameleons
Dalis Car;The Waking Hour;LP;1984;Judgement Is The Mirror
Dalis Car;The Waking Hour;LP;1984;Dalis Car
Dalis Car;The Waking Hour;LP;1984;His Box
Dalis Car;The Waking Hour;LP;1984;Cornwall Stone
Dalis Car;The Waking Hour;LP;1984;Artemis
Dalis Car;The Waking Hour;LP;1984;Moonlite
Dalis Car;The Waking Hour;LP;1984;Create And Melt
Dämmerattacke;Tausend Seen;LP;1982;Sag Mir
Dämmerattacke;Tausend Seen;LP;1982;Aber Nicht Die Welt
Dämmerattacke;Tausend Seen;LP;1982;Der Blaue Engel
Dämmerattacke;Tausend Seen;LP;1982;Die Stadt
Dämmerattacke;Tausend Seen;LP;1982;Alleskönner
Dämmerattacke;Tausend Seen;LP;1982;Kinder Der Welt
Dämmerattacke;Tausend Seen;LP;1982;Tausend Seen
Dämmerattacke;Tausend Seen;LP;1982;Neubeginn
Dämmerattacke;Tausend Seen;LP;1982;Ein Traum (...Und Es Fängt Von Neuem An)
Dämmerattacke;Tausend Seen;LP;1982;Brief Ohne Ende
Damned;Black Album;LP;1980;Drinking About My Baby
Damned;Black Album;LP;1980;Therapy
Damned;Black Album;LP;1980;Wait For The Blackout
Damned;Black Album;LP;1980;Silly Kids Games
Damned;Black Album;LP;1980;Twisted Nerve
Damned;Black Album;LP;1980;Hit Or Miss
Damned;Black Album;LP;1980;Dr. Jekyll And Mr. Hyde
Damned;Black Album;LP;1980;Sick Of This And That
Damned;Black Album;LP;1980;History Of The World part 1
Damned;Black Album;LP;1980;13th Floor Vendetta
Damned;Black Album;LP;1980;Lively Arts
Damned;Damned Damned Damned;LP;1977;New Rose
Damned;Damned Damned Damned;LP;1977;I Feel Alright
Damned;Damned Damned Damned;LP;1977;Stab Your Back
Damned;Damned Damned Damned;LP;1977;So Messed Up
Damned;Damned Damned Damned;LP;1977;1 Of The 2
Damned;Damned Damned Damned;LP;1977;Fish
Damned;Damned Damned Damned;LP;1977;Feel The Pain
Damned;Damned Damned Damned;LP;1977;I Fall
Damned;Damned Damned Damned;LP;1977;Fan Club
Damned;Damned Damned Damned;LP;1977;Neat Neat Neat
Damned;Damned Damned Damned;LP;1977;See Her Tonite
Damned;Damned Damned Damned;LP;1977;Born To Kill
Damned;Music For Pleasure;LP;1977;One Way Love
Damned;Music For Pleasure;LP;1977;Idiot Box
Damned;Music For Pleasure;LP;1977;Creep (You Can't Fool Me)
Damned;Music For Pleasure;LP;1977;Stretcher Case
Damned;Music For Pleasure;LP;1977;Politics
Damned;Music For Pleasure;LP;1977;Don't Cry Wolf
Damned;Music For Pleasure;LP;1977;Your Eyes
Damned;Music For Pleasure;LP;1977;Problem Child
Damned;Music For Pleasure;LP;1977;You Take My Money
Damned;Music For Pleasure;LP;1977;You Know
